name,lat,lng,dist_text,dura_text,dist_value,dura_value
大连市,38.918953666785605,121.62163148459284,1928.8公里,20.9小时,1928752.0,75220.0
大庆市,46.59363317672175,125.1086576340204,2348.8公里,25.8小时,2348814.0,92835.0
大同市,40.0824687161612,113.30643625858623,1221.1公里,13.5小时,1221144.0,48742.0
大兴安岭地区,39.732555236554475,116.34862521223101,1126.8公里,11.8小时,1126802.0,42475.0
丹东市,40.00640870559368,124.3615472815908,1928.6公里,21小时,1928609.0,75552.0
儋州市,19.5271461100442,109.58745583568613,1605.2公里,18.3小时,1605178.0,65773.0
德宏傣族景颇族自治州,24.43801070275812,98.59135935611413,2175.3公里,26.7小时,2175257.0,96091.0
德阳市,31.133115003656755,104.40441936496448,1154.1公里,13.8小时,1154089.0,49579.0
德州市,37.441308454576266,116.36555674397472,899.1公里,9.7小时,899136.0,34925.0
迪庆藏族自治州,27.82518468364326,99.70952999013956,2099.8公里,23.7小时,2099803.0,85162.0
定安县,19.687119947910173,110.36553348340986,1537.1公里,17.9小时,1537062.0,64311.0
定西市,35.586832926561875,104.63242008306301,1285.8公里,14小时,1285813.0,50352.0
东方市,19.10110473128863,108.65856652679173,1691.1公里,19.1小时,1691131.0,68844.0
东莞市,23.02730841164339,113.7584204578765,1023.8公里,11.6小时,1023818.0,41615.0
东营市,37.439641826323346,118.68138493513693,1067.2公里,11.6小时,1067225.0,41918.0
鄂尔多斯市,39.61448231394889,109.787443179236,1391.3公里,15.8小时,1391299.0,57021.0
鄂州市,30.39657217331699,114.901607388271,79.8公里,1.3小时,79752.0,4573.0
恩施土家族苗族自治州,30.27793957530109,109.49459261857504,518.7公里,7.1小时,518739.0,25562.0
防城港市,21.693005289969395,108.360418838298,1316.8公里,14.4小时,1316803.0,51962.0
佛山市,23.02775875078891,113.1285121954972,1000.9公里,11.4小时,1000869.0,41174.0
福州市,26.08042942069808,119.30346983854,905.1公里,10.4小时,905126.0,37555.0
抚顺市,41.885969593056934,123.96437461561449,1833.7公里,20小时,1833744.0,72121.0
抚州市,27.954892253419565,116.36453876864373,448公里,5.3小时,447982.0,19062.0
阜新市,42.02802190131842,121.67640799865808,1692.5公里,18.8小时,1692468.0,67586.0
阜阳市,32.896060994852206,115.8204361249132,401.6公里,4.8小时,401622.0,17288.0
甘南藏族自治州,34.98913990996821,102.91758468825803,1506.7公里,17.3小时,1506684.0,62190.0
甘孜藏族自治州,30.05527884351838,101.96854674579022,1381.1公里,16.4小时,1381067.0,58865.0
赣州市,25.83517610349765,114.9405033729825,658.7公里,7.7小时,658674.0,27709.0
固原市,36.02161725801098,106.24857742607188,1136.2公里,13.5小时,1136153.0,48622.0
广安市,30.461746110678998,106.63955268233484,852.5公里,10.7小时,852486.0,38652.0
广元市,32.44161630531542,105.85042318166481,1002.5公里,11.7小时,1002525.0,41996.0
广州市,23.135336306695013,113.27143134445974,976.1公里,11小时,976064.0,39636.0
贵港市,23.11744838203753,109.60552031033306,1131.1公里,12.4小时,1131138.0,44610.0
贵阳市,26.653324822309752,106.63657676352777,1043.3公里,12.2小时,1043266.0,43824.0
桂林市,25.242885724872647,110.20354537457943,823.4公里,9.3小时,823390.0,33597.0
果洛藏族自治州,34.4771938664709,100.25159197879556,2130.1公里,24.5小时,2130060.0,88024.0
哈尔滨市,45.80882582795218,126.54161509031664,2332.3公里,25.6小时,2332306.0,92262.0
哈密市,42.82582436811265,93.52121554028506,2693.4公里,30.6小时,2693444.0,110248.0
海北藏族自治州,36.96066282412982,100.907434321456,1691.3公里,19小时,1691288.0,68532.0
海东市,36.5085110809413,102.1104440722824,1558.4公里,17.2小时,1558398.0,61750.0
海口市,20.04404943925674,110.32552547126407,1495.5公里,17.3小时,1495503.0,62175.0
海南藏族自治州,36.292102479898794,100.62662114445922,1727.5公里,19.5小时,1727545.0,70366.0
海西蒙古族藏族自治州,37.382750462527454,97.37629911601906,2075.9公里,23.8小时,2075899.0,85649.0
邯郸市,36.631262731204046,114.5456282282352,732.8公里,7.9小时,732827.0,28369.0
汉中市,33.073799907833795,107.02943020926465,841.7公里,9.9小时,841701.0,35627.0
杭州市,30.253082981693467,120.2155118037217,726.2公里,9.2小时,726175.0,33036.0
合肥市,31.82657783368689,117.23344266497664,376.7公里,4.4小时,376656.0,15960.0
和田地区,37.12044646304192,79.9285070635119,3936.5公里,43.5小时,3936496.0,156671.0
河池市,24.698911731272894,108.0914999449866,1064.6公里,11.2小时,1064624.0,40283.0
河源市,23.74968437095975,114.7074462729064,901.1公里,10.2小时,901116.0,36885.0
菏泽市,35.2394074247655,115.48754503343376,620.2公里,6.9小时,620167.0,24670.0
贺州市,24.409450902865487,111.57352631416218,914.7公里,10小时,914726.0,35977.0
鹤壁市,35.7523574114,114.30359364247649,630.6公里,6.7小时,630634.0,24236.0
鹤岗市,47.35605615768509,130.3044328986694,2727.8公里,30小时,2727830.0,108019.0
黑河市,50.25127231175014,127.53548988621854,2892.9公里,31.2小时,2892935.0,112310.0
衡水市,37.745191408077424,115.6754061376161,883.4公里,9.5小时,883362.0,34148.0
衡阳市,26.89957613918912,112.57844721325992,501.5公里,6.1小时,501526.0,21961.0
红河哈尼族彝族自治州,23.374488738364786,102.42755057757,1789.1公里,20.5小时,1789102.0,73732.0
呼和浩特市,40.848422997113474,111.75550856170946,1384.5公里,15.7小时,1384460.0,56469.0
呼伦贝尔市,49.21844647556481,119.77237049946636,2947.8公里,32.4小时,2947797.0,116483.0
葫芦岛市,40.71736443636189,120.8433983399283,1520.4公里,16.8小时,1520408.0,60369.0
湖州市,30.898963937294184,120.09451660915786,677.9公里,7.4小时,677893.0,26665.0
怀化市,27.57516090297852,110.00851426537254,676.4公里,8小时,676392.0,28788.0
